,SampleID,SampleID,SampleIDnoRep,SeqID,StationCode,SampleDate,Replicate,SampleType,D_ValveCount,S_EntityCount,S_Biovolume,D_NumberTaxa,S_NumberTaxa,H_NumberTaxa,UnrecognizedTaxa,D_ASCI,S_ASCI,H_ASCI,D_cnt.spp.most.tol_pct_att,D_cnt.spp.most.tol_pred,D_cnt.spp.most.tol_raw,D_cnt.spp.most.tol_scr,D_EpiRho.richness_pct_att,D_EpiRho.richness_pred,D_EpiRho.richness_raw,D_EpiRho.richness_scr,D_prop.spp.IndicatorClass_TN_low_pct_att,D_prop.spp.IndicatorClass_TN_low_pred,D_prop.spp.IndicatorClass_TN_low_raw,D_prop.spp.IndicatorClass_TN_low_scr,D_prop.spp.Planktonic_pct_att,D_prop.spp.Planktonic_pred,D_prop.spp.Planktonic_raw,D_prop.spp.Planktonic_scr,D_prop.spp.Trophic.E_pct_att,D_prop.spp.Trophic.E_pred,D_prop.spp.Trophic.E_raw,D_prop.spp.Trophic.E_scr,D_Salinity.BF.richness_pct_att,D_Salinity.BF.richness_pred,D_Salinity.BF.richness_raw,D_Salinity.BF.richness_scr,S_prop.spp.IndicatorClass_DOC_high_pct_att,S_prop.spp.IndicatorClass_DOC_high_raw,S_prop.spp.IndicatorClass_DOC_high_scr,S_prop.spp.IndicatorClass_NonRef_pct_att,S_prop.spp.IndicatorClass_NonRef_raw,S_prop.spp.IndicatorClass_NonRef_scr,S_prop.spp.IndicatorClass_TP_high_pct_att,S_prop.spp.IndicatorClass_TP_high_raw,S_prop.spp.IndicatorClass_TP_high_scr,S_prop.spp.ZHR_pct_att,S_prop.spp.ZHR_raw,S_prop.spp.ZHR_scr,H_cnt.spp.IndicatorClass_TP_high_pct_att,H_cnt.spp.IndicatorClass_TP_high_pred,H_cnt.spp.IndicatorClass_TP_high_raw,H_cnt.spp.IndicatorClass_TP_high_scr,H_cnt.spp.most.tol_pct_att,H_cnt.spp.most.tol_pred,H_cnt.spp.most.tol_raw,H_cnt.spp.most.tol_scr,H_EpiRho.richness_pct_att,H_EpiRho.richness_pred,H_EpiRho.richness_raw,H_EpiRho.richness_scr,H_OxyRed.DO_30.richness_pct_att,H_OxyRed.DO_30.richness_pred,H_OxyRed.DO_30.richness_raw,H_OxyRed.DO_30.richness_scr,H_prop.spp.Planktonic_pct_att,H_prop.spp.Planktonic_pred,H_prop.spp.Planktonic_raw,H_prop.spp.Planktonic_scr,H_prop.spp.Trophic.E_pct_att,H_prop.spp.Trophic.E_pred,H_prop.spp.Trophic.E_raw,H_prop.spp.Trophic.E_scr,H_prop.spp.ZHR_pct_att,H_prop.spp.ZHR_raw,H_prop.spp.ZHR_scr,H_Salinity.BF.richness_pct_att,H_Salinity.BF.richness_pred,H_Salinity.BF.richness_raw,H_Salinity.BF.richness_scr,Comments,version_number
30,202SGR040_6/6/18_1,202SGR040_06/06/18_1,202SGR040_6/6/18,#N/A,202SGR040,6/6/18,1,"Integrated, Microalgae, Macroalgae, Epiphyte",614,180,0,30,9,39,NA,0.646639714,0.704335997,0.75944817,0.4,4.395953529,6,0.561091791,1,0.652633333,0,0.607052326,0.633333333,0.407674747,0.052631579,0,1,0.004922048,0,0.862480294,0.666666667,0.562237812,0.75,0.261274848,0.666666667,3.40388346,5,0.628477571,0.75,0.333333333,0.716479017,0.75,0.333333333,0.696969697,0.75,0.333333333,0.586701434,1,0,0,0.578947368,13.58165714,17,0.602935256,0.315789474,5.471381932,6,0.704475482,0.947368421,0.629566667,0,0.611775988,0.5,2.775566667,3,0.803536515,0.789473684,0.005780488,0,0.871155406,0.526315789,0.554169714,0.75,0.246751369,0.210526316,0,0,0.526315789,3.337084987,5,0.598382087,,2.5.5
31,202SGR110_6/6/18_1,202SGR110_06/06/18_1,202SGR110_6/6/18,#N/A,202SGR110,6/6/18,1,"Integrated, Microalgae, Epiphyte",600,136,0,34,10,44,NA,0.689020636,0.732713969,0.785430458,0.294117647,4.384599786,7,0.467979428,1,1.0418,1,0.740995647,0.470588235,0.391882353,0.0625,0.024806529,0.970588235,0.004682954,0,0.860027483,0.647058824,0.533957438,0.590909091,0.599954184,0.676470588,3.404484715,7,0.418015756,0.9,0.444444444,0.597065848,0.9,0.333333333,0.696969697,0.9,0.333333333,0.586701434,1,0.1,0.2,0.590909091,15.09316667,20,0.51950369,0.25,5.040474297,8,0.512407022,1,1.039033333,1,0.745763173,0.477272727,2.4783,3,0.755310816,0.75,0.004663278,0,0.859696646,0.5,0.532696643,0.590909091,0.597993221,0.227272727,0.1,0.2,0.522727273,3.376326404,7,0.400205294,,2.5.5
32,202SGR125_5/30/18_1,202SGR125_05/30/18_1,202SGR125_5/30/18,#N/A,202SGR125,5/30/18,1,"Integrated, Microalgae",612,0,0,23,11,34,NA,0.677412466,0.768361735,0.822071224,0.304347826,4.372833879,5,0.65103029,1,2.1168,1,0.505270021,0.608695652,0.393246231,0.142857143,0.19311133,0.956521739,0.002142247,0,0.833962997,0.695652174,0.584254903,0.8125,0.156461237,0.739130435,3.268771872,4,0.719517933,0.545454545,0.333333333,0.716479017,0.545454545,0.333333333,0.696969697,0.545454545,0.333333333,0.586701434,1,0.090909091,0.181818182,0.588235294,12.01703333,14,0.683389707,0.205882353,4.949733529,5,0.742270523,0.970588235,2.140933333,1,0.495751072,0.5,3.018266667,2,1,0.647058824,0.002558518,0,0.838108986,0.470588235,0.583161185,0.8125,0.161227587,0.323529412,0.090909091,0.181818182,0.5,3.367037176,4,0.70248089,,2.5.5
33,202SGR150_5/29/18_1,202SGR150_05/29/18_1,202SGR150_5/29/18,#N/A,202SGR150,5/29/18,1,"Integrated, Macroalgae, Epiphyte, Microalgae",614,200,0,35,6,41,NA,0.665915902,0.497261704,0.668263196,0.257142857,4.372833879,7,0.466896176,1,0.677666667,1,0.820842677,0.542857143,0.39936076,0.105263158,0.099985001,0.971428571,0.002658178,0,0.839255806,0.628571429,0.584297286,0.727272727,0.377231454,0.685714286,3.263938539,7,0.403221507,1,0.5,0.537359263,1,0.5,0.522727273,1,0.5,0.35202086,1,0,0,0.56097561,11.50147937,18,0.430287825,0.243902439,4.949733529,8,0.505237503,1,0.6629,1,0.831104751,0.512195122,3.018266667,5,0.51844898,0.829268293,0.003197126,0,0.844658924,0.536585366,0.582532974,0.727272727,0.377149676,0.146341463,0,0,0.585365854,3.365823591,7,0.399143759,,2.5.5
34,202SGR150_5/29/18_2,202SGR150_05/29/18_1,202SGR150_5/29/18,#N/A,202SGR150,5/29/18,2,"Epiphyte, Integrated, Microalgae",602,180,0,29,6,35,NA,0.609006512,0.704335997,0.695966986,0.275862069,4.372833879,6,0.558963233,1,0.677666667,0,0.601563025,0.551724138,0.39936076,0.0625,0.008872869,0.965517241,0.002658178,0,0.839255806,0.586206897,0.584297286,0.823529412,0.128014907,0.586206897,3.263938539,5,0.613746611,1,0.333333333,0.716479017,1,0.333333333,0.696969697,1,0.333333333,0.586701434,1,0,0,0.6,11.50147937,16,0.542390076,0.228571429,4.949733529,6,0.663259516,1,0.6629,0,0.604212927,0.485714286,3.018266667,4,0.68067941,0.8,0.003197126,0,0.844658924,0.485714286,0.582532974,0.823529412,0.13147385,0.171428571,0,0,0.485714286,3.365823591,5,0.60128674,,2.5.5
35,204ALP075_5/10/18_1,204ALP075_05/10/18_1,204ALP075_5/10/18,#N/A,204ALP075,5/10/18,1,"Integrated, Microalgae, Epiphyte, Macroalgae",600,192,0,28,16,44,NA,0.514100295,0.667316332,0.538052442,0.5,5.42094668,11,0.195124609,1,1.797933333,0,0.355911341,0.678571429,0.288602615,0.105263158,0.335968758,0.964285714,0.021818024,0.037037037,0.655858072,0.75,0.583966411,0.714285714,0.409999245,0.75,3.938221086,8,0.368935656,0.8,0.583333333,0.447799386,0.8,0.416666667,0.609848485,0.8,0.25,0.704041721,1,0.066666667,0.133333333,0.720930233,13.36223333,19,0.478534054,0.348837209,5.753762021,12,0.252720577,0.953488372,1.8452,0,0.335958724,0.441860465,2.1208,4,0.535083007,0.627906977,0.022264864,0.037037037,0.660355203,0.488372093,0.595920201,0.714285714,0.44446462,0.348837209,0.066666667,0.133333333,0.488372093,3.429356231,8,0.304493606,,2.5.5
36,204AMO180_5/14/18_1,204AMO180_05/14/18_1,204AMO180_5/14/18,#N/A,204AMO180,5/14/18,1,"Integrated, Microalgae, Macroalgae, Epiphyte",581,200,0,27,22,49,Gomphonema balticum,0.928330673,0.687790943,0.849899982,0.407407407,5.599061234,5,0.763925433,1,2.782533333,4,1,0.777777778,0.381610386,0.476190476,0.928110306,0.962962963,0.00809497,0.038461538,0.500463006,0.777777778,0.532540176,0.714285714,0.276852455,0.814814815,3.303829284,4,0.723208165,0.714285714,0.666666667,0.358239509,0.714285714,0.4,0.627272727,0.714285714,0.333333333,0.586701434,1,0.19047619,0.380952381,0.6875,13.6011,15,0.716127301,0.3125,5.083160434,8,0.515779697,1,2.686766667,4,1,0.4375,1.290466667,1,0.887068964,0.541666667,0.00748594,0.038461538,0.494163315,0.4375,0.525242373,0.714285714,0.26407368,0.4375,0.19047619,0.380952381,0.458333333,3.43690047,4,0.709542077,,2.5.5
37,204COY425_6/4/19_1,204COY425_06/04/19_1,204COY425_6/4/19,#N/A,204COY425,6/4/19,1,"Integrated, Microalgae",600,0,0,58,4,62,NA,0.550424,0.497261704,0.536993356,0.224137931,5.262349371,5,0.732925363,1,2.3886,1,0.445669812,0.637931034,0.430399712,0.162162162,0.155083002,0.896551724,0.04885495,0.115384615,0.129474642,0.655172414,0.541746373,0.552631579,0.719224039,0.689655172,3.316267255,8,0.303467208,1,0.5,0.537359263,1,0.5,0.522727273,1,0.5,0.35202086,1,0,0,0.548387097,15.97996667,27,0.17685195,0.209677419,5.400230267,5,0.777864723,1,2.3723,1,0.443255867,0.548387097,1.619333333,3,0.615960284,0.838709677,0.04651001,0.115384615,0.10544875,0.612903226,0.541032197,0.552631579,0.716963694,0.064516129,0,0,0.64516129,3.408715817,8,0.302407449,,2.5.5
38,204PS0378_6/8/17_1,204PS0378_06/08/17_1,204PS0378_6/8/17,#N/A,204PS0378,6/8/17,1,"Integrated, Microalgae, Epiphyte, Macroalgae",599,146,0,33,24,57,"Ulnaria?�ulna?�var?�spathulifera, Amphora micra",0.830835243,0.842572602,0.826400725,0.424242424,5.482411803,4,0.84525292,1,1.753366667,0,0.365683904,0.636363636,0.400819507,0.238095238,0.379891935,0.96969697,0.041916714,0.03125,0.921413424,0.727272727,0.535903098,0.625,0.516727464,0.727272727,3.304487547,4,0.723277456,0.833333333,0.35,0.698567042,0.833333333,0.2,0.836363636,0.833333333,0.2,0.774445893,1,0.041666667,0.083333333,0.666666667,12.52493333,16,0.599755823,0.298245614,5.083160434,6,0.67380171,0.964912281,1.6758,0,0.374394199,0.368421053,1.5048,0,1,0.561403509,0.039099246,0.03125,0.892373812,0.421052632,0.526822957,0.625,0.495991629,0.421052632,0.041666667,0.083333333,0.421052632,3.44838257,4,0.71070259,,2.5.5
39,205COY360_6/3/19_1,205COY360_06/03/19_1,205COY360_6/3/19,#N/A,205COY360,6/3/19,1,"Integrated, Microalgae",598,0,0,49,7,56,Cymbella subleptoceros,0.579885713,0.371110684,0.487422711,0.265306122,5.601036951,7,0.579973218,1,2.334766667,0,0.238194714,0.612244898,0.407019143,0.233333333,0.356537035,0.93877551,0.023435607,0.065217391,0.383357096,0.693877551,0.552829475,0.588235294,0.655738136,0.693877551,3.281783196,7,0.405099881,0.857142857,0.833333333,0.179119754,0.857142857,0.5,0.522727273,0.857142857,0.5,0.35202086,1,0,0,0.571428571,11.22786667,23,0.134695899,0.25,5.921582312,8,0.582024254,0.982142857,2.3371,0,0.224350636,0.535714286,1.9183,4,0.502231344,0.821428571,0.019790312,0.065217391,0.345940405,0.607142857,0.554971672,0.588235294,0.661670079,0.125,0,0,0.607142857,3.355469213,7,0.398097226,,2.5.5
40,205COY360_6/3/19_2,205COY360_06/03/19_1,205COY360_6/3/19,#N/A,205COY360,6/3/19,2,"Integrated, Microalgae",594,0,0,49,12,61,"Cymbella subleptoceros, Cymbella affiniformis",0.605147032,0.670060243,0.497492861,0.285714286,5.601036951,7,0.579973218,1,2.334766667,0,0.238194714,0.673469388,0.407019143,0.181818182,0.246777712,0.93877551,0.023435607,0.043478261,0.606373519,0.714285714,0.552829475,0.628571429,0.551304535,0.714285714,3.281783196,6,0.510362433,0.833333333,0.5,0.537359263,0.833333333,0.3,0.731818182,0.833333333,0.3,0.633637549,1,0,0,0.590163934,11.22786667,23,0.134695899,0.245901639,5.921582312,8,0.582024254,0.967213115,2.3371,0,0.224350636,0.508196721,1.9183,5,0.340000914,0.754098361,0.019790312,0.043478261,0.568909744,0.573770492,0.554971672,0.628571429,0.558720209,0.196721311,0,0,0.573770492,3.355469213,6,0.499168717,,2.5.5
41,205COY395_6/4/19_1,205COY395_06/04/19_1,205COY395_6/4/19,#N/A,205COY395,6/4/19,1,"Integrated, Microalgae",598,0,0,56,4,60,Planothidium rostratoholarcticum,0.753134347,0.290187411,0.785794727,0.2,5.262349371,5,0.732925363,1,2.3822,0,0.22779355,0.563636364,0.430399712,0.225806452,0.290684935,0.909090909,0.032246108,0.04,0.732440926,0.618181818,0.539402865,0.558823529,0.697125029,0.636363636,3.276788681,4,0.720361803,0.75,0.666666667,0.358239509,0.75,0.666666667,0.348484848,0.75,0.666666667,0.117340287,1,0,0,0.491525424,15.6885,20,0.552872793,0.186440678,5.400230267,5,0.777864723,1,2.3703,0,0.216817827,0.525423729,1.621433333,1,0.940761829,0.847457627,0.02934504,0.04,0.702583759,0.576271186,0.540739903,0.558823529,0.700413966,0.06779661,0,0,0.593220339,3.359252997,4,0.701694132,,2.5.5
42,205CYCAHH_6/12/17_1,205CYCAHH_06/12/17_1,205CYCAHH_6/12/17,#N/A,205CYCAHH,6/12/17,1,"Epiphyte, Integrated, Macroalgae, Microalgae",600,169,0,36,34,70,NA,1.041851771,0.851456279,0.955346716,0.305555556,4.746589585,3,0.869574991,1,2.408333333,3,0.879901997,0.638888889,0.451846595,0.391304348,0.597603216,1,0.006378651,0,0.877423232,0.777777778,0.501069981,0.535714286,0.657709761,0.833333333,3.25218123,3,0.823034112,0.617647059,0.380952381,0.665301945,0.617647059,0.238095238,0.796536797,0.617647059,0.238095238,0.720804619,1,0.117647059,0.235294118,0.6,13.7471,17,0.612208514,0.214285714,5.083160434,6,0.67380171,0.985714286,2.3389,3,0.904617702,0.371428571,1.994733333,2,0.839092018,0.514285714,0.004868687,0,0.861803444,0.4,0.501053547,0.535714286,0.658104221,0.485714286,0.117647059,0.235294118,0.428571429,3.323253149,3,0.799127064,,2.5.5
43,205PS0365_6/6/17_1,205PS0365_06/06/17_1,205PS0365_6/6/17,#N/A,205PS0365,6/6/17,1,"Integrated, Microalgae, Epiphyte, Macroalgae",601,60,0,36,22,58,NA,0.696563378,0.819535023,0.727450009,0.305555556,5.601036951,4,0.856174389,1,0.840666667,0,0.565820442,0.75,0.358644734,0.185185185,0.35701911,1,0.008218251,0.083333333,0.041398947,0.805555556,0.536330283,0.586206897,0.618272047,0.805555556,3.151360279,4,0.707158889,0.681818182,0.333333333,0.716479017,0.681818182,0.2,0.836363636,0.681818182,0.2,0.774445893,1,0,0,0.586206897,14.49379048,18,0.59801023,0.206896552,5.035330525,5,0.749033627,0.982758621,0.955066667,0,0.537922699,0.448275862,2.262066667,1,1,0.620689655,0.00783243,0.083333333,0.037485533,0.5,0.539222138,0.586206897,0.62664964,0.379310345,0,0,0.5,3.370981381,4,0.702879537,,2.5.5
44,205PS0365_6/6/17_2,205PS0365_06/06/17_1,205PS0365_6/6/17,#N/A,205PS0365,6/6/17,2,"Epiphyte, Integrated, Microalgae, Macroalgae",600,24,0,34,24,58,NA,0.605946832,0.819535023,0.672308618,0.294117647,5.601036951,4,0.856174389,1,0.840666667,0,0.565820442,0.676470588,0.358644734,0.043478261,0.055095197,1,0.008218251,0.029411765,0.594567134,0.735294118,0.536330283,0.76,0.168307273,0.735294118,3.151360279,6,0.496633784,0.625,0.333333333,0.716479017,0.625,0.2,0.836363636,0.625,0.2,0.774445893,1,0,0,0.568965517,14.49379048,20,0.48590798,0.189655172,5.035330525,5,0.749033627,0.948275862,0.955066667,0,0.537922699,0.396551724,2.262066667,2,0.88246162,0.586206897,0.00783243,0.029411765,0.590536933,0.431034483,0.539222138,0.76,0.1830777,0.413793103,0,0,0.431034483,3.370981381,6,0.500736555,,2.5.5
45,207SUI290_6/18/19_1,207SUI290_06/18/19_1,207SUI290_6/18/19,#N/A,207SUI290,6/18/19,1,"Epiphyte, Integrated, Macroalgae, Microalgae",605,159,0,38,16,54,Zygnemataceae,0.699768761,0.720316692,0.69165356,0.5,4.519206442,10,0.204171097,1,0.918033333,0,0.548855506,0.631578947,0.208486641,0.125,0.548717381,0.973684211,0.03346578,0.027027027,0.878039796,0.736842105,0.663607099,0.75,0.523728348,0.789473684,3.773012747,7,0.456807957,0.6875,0.454545455,0.586210105,0.6875,0.363636364,0.665289256,0.6875,0.363636364,0.544032239,1,0.125,0.25,0.555555556,16.6474,21,0.550569092,0.407407407,4.996836836,12,0.192915157,0.981481481,0.499433333,0,0.641302178,0.481481481,2.198638095,4,0.547710714,0.685185185,0.031712241,0.027027027,0.859921629,0.518518519,0.662865347,0.75,0.524175109,0.296296296,0.125,0.25,0.555555556,4.127775494,7,0.476155373,,2.5.5
46,207SUI290_6/18/19_2,207SUI290_06/18/19_1,207SUI290_6/18/19,#N/A,207SUI290,6/18/19,2,"Integrated, Microalgae, Epiphyte, Macroalgae",602,190,0,33,11,44,Zygnematales,0.77681487,0.605260791,0.768940157,0.515151515,4.519206442,8,0.38830521,1,0.918033333,0,0.548855506,0.666666667,0.208486641,0.136363636,0.572928996,0.96969697,0.03346578,0.03125,0.834717349,0.757575758,0.663607099,0.72,0.601400838,0.787878788,3.773012747,6,0.56207051,0.727272727,0.5,0.537359263,0.727272727,0.375,0.653409091,0.727272727,0.375,0.528031291,1,0,0,0.590909091,16.6474,18,0.718722468,0.431818182,4.996836836,9,0.429948176,0.977272727,0.499433333,0,0.641302178,0.5,2.198638095,3,0.709941145,0.727272727,0.031712241,0.03125,0.816608329,0.568181818,0.662865347,0.72,0.600744075,0.25,0,0,0.590909091,4.127775494,6,0.577226864,,2.5.5
47,305LGCACR_5/28/19_1,305LGCACR_05/28/19_1,305LGCACR_5/28/19,#N/A,305LGCACR,5/28/19,1,"Integrated, Microalgae, Epiphyte, Macroalgae",642,104,0,29,13,42,"Cymbella maggiana, Ochlochaete incrustans",1.142680029,1.018456306,1.162787928,0.413793103,5.482411803,4,0.84525292,1,2.710166667,3,0.813716088,0.689655172,0.290680346,0.3,0.74645253,0.965517241,0.018611638,0,1,0.75862069,0.569841396,0.5,0.928231913,0.75862069,3.289457905,3,0.82695795,0.75,0.222222222,0.835892187,0.75,0.222222222,0.813131313,0.75,0.222222222,0.74315515,1,0.25,0.5,0.609756098,14.17206667,12,0.916284001,0.317073171,5.188409742,4,0.840139577,0.975609756,2.7282,3,0.816288715,0.463414634,1.9951,0,1,0.682926829,0.01823822,0,0.998929252,0.536585366,0.568483444,0.5,0.921359001,0.292682927,0.25,0.5,0.536585366,3.367037176,3,0.803552381,,2.5.5
48,305UVCASC_6/13/18_1,305UVCASC_06/13/18_1,305UVCASC_6/13/18,#N/A,305UVCASC,6/13/18,1,"Integrated, Microalgae, Macroalgae",602,0,0,32,14,46,NA,1.018382695,1.020913243,0.937744515,0.4375,3.572461386,5,0.57734235,1,0.965533333,1,0.757719375,0.59375,0.319799768,0.315789474,0.718051447,0.9375,0.005619099,0,0.869631166,0.6875,0.588342952,0.545454545,0.858448387,0.6875,3.20495276,3,0.818062723,0.714285714,0.2,0.859774821,0.714285714,0.2,0.836363636,0.714285714,0.2,0.774445893,1,0.214285714,0.428571429,0.586956522,8.954066667,13,0.567758104,0.326086957,4.996836836,5,0.745992202,0.97826087,1.014333333,1,0.751367401,0.434782609,0.508866667,3,0.435808798,0.652173913,0.00523312,0,0.865541279,0.47826087,0.599254422,0.545454545,0.883882149,0.304347826,0.214285714,0.428571429,0.47826087,3.354069213,3,0.80224169,,2.5.5
49,309CAW126_5/30/17_1,309CAW126_05/30/17_1,309CAW126_5/30/17,#N/A,309CAW126,5/30/17,1,"Integrated, Microalgae",600,0,0,21,17,38,NA,0.880563309,1.05829903,0.989829462,0.523809524,4.505107505,4,0.75527539,1,2.178333333,1,0.491777013,0.714285714,0.304322198,0.266666667,0.646366159,1,0.029119937,0,1,0.714285714,0.547482478,0.733333333,0.266223446,0.761904762,3.196649713,3,0.817188723,0.647058824,0.181818182,0.879315158,0.647058824,0.181818182,0.855371901,0.647058824,0.181818182,0.80004741,1,0.235294118,0.470588235,0.631578947,13.03811667,11,0.908775953,0.289473684,5.285019668,4,0.847772825,0.947368421,2.1913,1,0.484323288,0.368421053,2.27722381,1,1,0.552631579,0.027723374,0,1,0.394736842,0.550475529,0.733333333,0.279861018,0.447368421,0.235294118,0.470588235,0.421052632,3.275304535,3,0.794280826,,2.5.5
50,309CAW174_6/1/17_1,309CAW174_06/01/17_1,309CAW174_6/1/17,#N/A,309CAW174,6/1/17,1,"Epiphyte, Integrated, Microalgae, Macroalgae",600,163,0,40,37,77,NA,0.909196649,1.069539419,0.782873489,0.375,4.433927449,7,0.472520881,1,2.179533333,2,0.710793529,0.775,0.318515385,0.258064516,0.597797908,1,0.007268983,0,0.886556926,0.8,0.5812988,0.59375,0.715169552,0.825,3.304766544,4,0.723306824,0.702702703,0.230769231,0.826706559,0.702702703,0.153846154,0.884615385,0.702702703,0.153846154,0.83943436,1,0.243243243,0.486486486,0.675324675,13.02863333,24,0.179579772,0.246753247,5.188409742,9,0.445084544,0.961038961,2.154866667,2,0.719481537,0.376623377,1.517466667,4,0.43720398,0.519480519,0.008096683,0,0.89491167,0.415584416,0.585906833,0.59375,0.72655068,0.480519481,0.243243243,0.486486486,0.428571429,3.210263904,4,0.686635582,,2.5.5
51,309SARANF_6/11/19_1,309SARANF_06/11/19_1,309SARANF_6/11/19,#N/A,309SARANF,6/11/19,1,Integrated,598,0,0,64,0,64,Fragilaria saxoplanctonica,1.005374532,NA,NA,0.28125,4.477490953,8,0.384464588,1,2.489166667,4,1,0.53125,0.318515385,0.352941176,0.799944223,0.9375,0.009306339,0.016666667,0.736478403,0.65625,0.672273777,0.428571429,1,0.6875,3.319739038,5,0.619620314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warning - Only Diatom data present,2.5.5
53,309SLCAAS_5/21/18_1,309SLCAAS_05/21/18_1,309SLCAAS_5/21/18,#N/A,309SLCAAS,5/21/18,1,"Epiphyte, Integrated, Microalgae, Macroalgae",601,175,0,55,25,80,NA,0.833100422,1.164896146,0.834389179,0.327272727,4.628106398,10,0.214197195,1,2.551166667,3,0.848581553,0.618181818,0.38112558,0.294117647,0.54121484,0.945454545,0.002297434,0,0.835555024,0.781818182,0.510970668,0.465116279,0.866127561,0.781818182,2.772946772,6,0.456801012,0.64,0.1875,0.873208802,0.64,0.125,0.914772727,0.64,0.125,0.880052151,1,0.32,0.64,0.5625,13.89333651,21,0.396200734,0.25,4.720183455,10,0.329078507,0.9875,2.5165,3,0.864321714,0.5,1.9169,4,0.502004222,0.65,0.002142195,0,0.833838934,0.5375,0.506864599,0.465116279,0.853122974,0.3125,0.32,0.64,0.5375,2.952884879,6,0.458478918,,2.5.5
54,309SLCAAS_6/12/19_1,309SLCAAS_06/12/19_1,309SLCAAS_6/12/19,#N/A,309SLCAAS,6/12/19,1,Integrated,607,0,0,40,0,40,NA,1.112235771,NA,NA,0.325,4.628106398,3,0.858666593,1,2.551166667,5,1,0.55,0.38112558,0.409090909,0.78617942,0.925,0.002297434,0,0.835555024,0.65,0.510970668,0.461538462,0.875390828,0.65,2.772946772,4,0.667326117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Warning - Only Diatom data present,2.5.5
56,312MZCDBC_5/22/18_1,312MZCDBC_05/22/18_1,312MZCDBC_5/22/18,#N/A,312MZCDBC,5/22/18,1,"Epiphyte, Integrated, Microalgae, Macroalgae",601,177,0,26,24,50,NA,1.070400693,1.065244175,1.035322691,0.538461538,4.471590953,7,0.475988449,1,2.550233333,3,0.848786214,0.807692308,0.317878309,0.380952381,0.860982885,0.961538462,0.016880517,0,0.985159304,0.807692308,0.61620502,0.571428571,0.863336684,0.807692308,4.032666267,4,0.799927407,0.791666667,0.210526316,0.848461994,0.791666667,0.105263158,0.935406699,0.791666667,0.105263158,0.907843272,1,0.166666667,0.333333333,0.78,11.76465,15,0.613192212,0.3,5.995102972,7,0.666844201,0.98,2.472533333,3,0.874297392,0.38,2.834061905,1,1,0.5,0.017772401,0,0.994151534,0.42,0.615668601,0.571428571,0.859482561,0.48,0.166666667,0.333333333,0.42,3.443519587,4,0.710211081,,2.5.5
57,312MZCDBC_5/31/17_1,312MZCDBC_05/31/17_1,312MZCDBC_5/31/17,#N/A,312MZCDBC,5/31/17,1,"Epiphyte, Integrated, Macroalgae, Microalgae",601,123,0,26,24,50,NA,1.036145257,0.934555274,0.978317875,0.307692308,4.471590953,2,0.936323733,1,2.550233333,0,0.190947259,0.615384615,0.317878309,0.375,0.84830061,1,0.016880517,0,0.985159304,0.769230769,0.61620502,0.55,0.918817035,0.807692308,4.032666267,4,0.799927407,0.833333333,0.25,0.806038895,0.833333333,0.2,0.836363636,0.833333333,0.15,0.844850065,1,0.083333333,0.166666667,0.7,11.76465,12,0.781345588,0.2,5.995102972,3,0.982888228,0.98,2.472533333,0,0.19362192,0.36,2.834061905,2,0.975256653,0.52,0.017772401,0,0.994151534,0.4,0.615668601,0.55,0.91417468,0.48,0.083333333,0.166666667,0.42,3.443519587,4,0.710211081,,2.5.5
59,312NPPCBR_6/1/17_1,312NPPCBR_06/01/17_1,312NPPCBR_6/1/17,#N/A,312NPPCBR,6/1/17,1,"Epiphyte, Integrated, Microalgae, Macroalgae",600,43,0,34,25,59,NA,0.814971036,1.108638861,0.832888545,0.264705882,5.331509864,5,0.739292766,1,2.033066667,0,0.304351385,0.617647059,0.278302717,0.19047619,0.539470726,0.970588235,0.010274939,0,0.917394298,0.735294118,0.574266754,0.64,0.577217911,0.764705882,4.160643693,6,0.602873532,0.76,0.157894737,0.905026127,0.76,0.105263158,0.935406699,0.76,0.105263158,0.907843272,1,0.2,0.4,0.644067797,13.0749,16,0.630582073,0.169491525,6.022586455,5,0.827037712,0.966101695,2.052966667,0,0.288818166,0.406779661,2.060566667,3,0.687541757,0.559322034,0.011636094,0,0.931213958,0.423728814,0.582130771,0.64,0.598869219,0.423728814,0.2,0.4,0.440677966,3.405365788,6,0.504211838,,2.5.5
