SeqID,Plate,StationCode2,masterid,Date,StaDate,DateReplicate,MostRecent,rand,psa6c,RefStatus,calval,AFDM_Algae..Particulate,Chlorophyll.a..Particulate,Dissolved.Organic.Carbon..Dissolved,SpecificConductivity..Total,Latitude,Longitude,SiteDate,sampledate,old_RefStatus_jeff,ag_1k_01,ag_1k_06,ag_1k_11,ag_1k_16,ag_5k_01,ag_5k_06,ag_5k_11,ag_5k_16,ag_ws_01,ag_ws_06,ag_ws_11,ag_ws_16,agur_1k_01,agur_1k_06,agur_1k_11,agur_1k_16,agur_5k_01,agur_5k_06,agur_5k_11,agur_5k_16,agur_ws_01,agur_ws_06,agur_ws_11,agur_ws_16,area_sqkm,atmca,atmmg,atmso4,bdh_ave,cao_mean,cnl_pi_pct,code_21_1k_01,code_21_1k_06,code_21_1k_11,code_21_1k_16,code_21_5k_01,code_21_5k_06,code_21_5k_11,code_21_5k_16,code_21_ws_01,code_21_ws_06,code_21_ws_11,code_21_ws_16,condqr01,condqr10,condqr50,condqr90,condqr99,elev_range,evi_maxave,grvl_dens,grvl_mines,kfct_ave,lprem_mean,lst32ave,max_elev,maxwd_ws,meanp_ws,mgo_mean,mine_dens,mines,minp_ws,n_mean,nrst_dam,p_mean,paved_int_1k,paved_int_5k,paved_int_ws,ppt_00_09,prmh_ave,roaddens_1k,roaddens_5k,roaddens_ws,s_mean,site_elev,sumave_p,temp_00_09,tmax_ws,ucs_mean,urban_1k_01,urban_1k_06,urban_1k_11,urban_1k_16,urban_5k_01,urban_5k_06,urban_5k_11,urban_5k_16,urban_ws_01,urban_ws_06,urban_ws_11,urban_ws_16,xermtn,xwd_ws,W1_HALL_SWAMP,psa8,total_n_mgl,total_n_mgl_mdl,total_n_mgl_rl,total_p_mgl,total_p_mgl_mdl,total_p_mgl_rl
X528,2,518RCNAPC,518RCNAPC,8/7/17,518RCNAPC_8/7/17,1,Y,0.835589557,SN,Reference,val,3.69,21.6,0.89,51.1,40.4002,-121.439,518RCNAPC_2017-08-07,8/7/17,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.25901785,0.0375386,0.018958122,0.176761213,1.247369051,6.74612521,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3366,34.8,47.8,78.164,147.4,843,3479.232986,0,0,0.167197402,-0.328761541,174.8484848,2662,15.3880597,2477.92,3.989459118,0,0,10.19230769,0.007629544,9999,0.280051535,0,0,0,192354,5.367000081,0,0,0,0.019331694,1819,8695.836449,1369.800049,239.3846154,139.9325614,0,0,0,0,0,0,0,0,0,0,0,0,1,114.3880597,0.27,West Sierra,0.072,0.005,0.01,0.066,0.009,0.01
X529,2,526ESCAMC,526ESCAMC,8/1/17,526ESCAMC_8/1/17,1,Y,0.467925621,DM,Reference,cal,8.47,41.6,0.95,97.2,41.1753,-120.2058,526ESCAMC_2017-08-01,8/1/17,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.80483223,0.045588914,0.01466981,0.179898209,1.283450916,6.740847111,0,0,0,0,0,0,0,0,0,0,0,0,0,20,34.2,80,127,178.004,677,3422.80709,0,0,0.181730786,-0.330049336,174.6694915,2726,12.88135593,738.5617978,4.00779295,0,0,11.68085106,0.007989,9999,0.283811986,0,1,1,63118.80078,4.303478481,1.260716585,1.046147416,0.799566374,0.019685,2049,6166.93175,1215.599976,230,140.0880127,0,0,0,0,0,0,0,0,0,0,0,0,0,97.04237288,1.96,DM,0.0551,0.005,0.01,0.163,0.009,0.01
X531,2,911COPPER,911COPPER,5/2/17,911COPPER_5/2/17,1,Y,0.51240636,SC,Reference,cal,NA,NA,NA,903,32.5616,-116.8291,911COPPER_2017-05-02,5/2/17,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044043162,0.044043162,0.044043162,0.044043162,0.044043162,0.044043162,0.044043162,0.044043162,8.173801739,0.105271021,0.03176727,0.44175443,1.565000057,5.278054237,0,0,0,0,0,1.409381194,1.409381194,1.409381194,1.409381194,1.409381194,1.409381194,1.409381194,1.409381194,163.204,292,407.8,600,1159,910,2651.508321,0,0,0.296999991,-0.911470532,44.32,1084,7.037037037,469,3.260623932,0,0,1.9,0.035434,9999,0.209222004,0,0,0,37132.19922,3.882999897,0,0.371795956,0.371795956,0.064391002,174,915.8407389,2503.399902,326.7,138.6778717,0,0,0,0,0.044043162,0.044043162,0.044043162,0.044043162,0.044043162,0.044043162,0.044043162,0.044043162,0,40.03703704,1.02,SC,1.44,0.002,0.01,0.0045,0.009,0.01
X532,2,903SLFRCx,903SLFRCx,5/3/17,903SLFRCx_5/3/17,1,Y,0.215858225,SC,Intermediate,,NA,NA,NA,106.9,33.3441,-116.88046,903SLFRCx_2017-05-03,5/3/17,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.056600748,0.083836074,0.030605106,0.422233152,1.486999989,4.565458497,0,14.97064579,14.97064579,14.97064579,14.97064579,14.31005111,14.31005111,14.31005111,14.31005111,14.31005111,14.31005111,14.31005111,14.31005111,26.8,77,219,408.6,602.369,245,4203.775024,0,0,0.224000007,-3.343157106,128,1734,5,715,2.10157403,0,0,5,0.005734453,9999,0.160665661,2,2,2,63262.19922,4.298999786,1.076012393,0.936207814,0.936207814,0.022228225,1489,3351.699951,2126.899902,298,140.2451393,0,0,0,0,0,0,0,0,0,0,0,0,0,37,2.73,SC,0.0588,0.002,0.01,0.033,0.009,0.01
X533,2,905SDBDN9,905SDBDN9,5/4/17,905SDBDN9_5/4/17,1,N,0.430252819,SC,Reference,,NA,NA,NA,1866,33.09184,-116.89774,905SDBDN9_2017-05-04,5/4/17,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.78146535,0.087499496,0.030864134,0.424193916,1.592231864,4.622599125,0,3.429027113,3.429027113,3.429027113,3.429027113,0.994048373,0.994048373,0.994048373,0.994048373,1.601747361,1.601747361,1.601747361,1.601747361,74.84,200,407.8,574,918.5,473,3313.143486,0,0,0.23793669,-3.419075012,75.68852459,698,6.209677419,444.0222222,2.094338894,0,0,1,0.00462,9999,0.162071005,0,3,4,31898.69922,4.600083263,0.860055147,0.418327158,0.512443676,0.021585001,225,925.9936349,2598.5,337.5833333,140.6431732,0,0,0,0,0,0,0,0,0,0,0,0,0,36.22580645,0.33,SC,0.029,0.002,0.01,0.024,0.009,0.01
X534,2,911NP9UCW,911NP9UCW,5/2/17,911NP9UCW_5/2/17,1,N,0.864281773,SC,Reference,,NA,NA,NA,375,32.81829,-116.49235,911NP9UCW_2017-05-02,5/2/17,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065093572,0.065093572,0.065093572,0.065093572,0.17776461,0.17776461,0.17776461,0.17776461,12.1509027,0.112400772,0.03178771,0.450794133,1.552246039,4.233223582,0,3.962900506,3.962900506,3.962900506,3.962900506,3.742880391,3.742880391,3.742880391,3.742880391,4.303384934,4.303384934,4.303384934,4.303384934,24.9942,75,246.5,461,594.6,597,3476.650892,0,0,0.193227774,-2.630141591,125.2702703,1808,9,782.2962963,2.291505501,0,0,6.3125,0.010450229,9999,0.154031606,0,1,1,55090.89844,8.121559906,0.140230876,0.461146465,0.477880646,0.027443601,1211,3734,2066.5,289,137.5658048,0,0,0,0,0.065093572,0.065093572,0.065093572,0.065093572,0.17776461,0.17776461,0.17776461,0.17776461,0,55.2,0.28,SC,0.013,0.002,0.01,0.019,0.009,0.01
X536,2,903ACPCT1,903ACPCT1,5/3/17,903ACPCT1_5/3/17,1,N,0.983821495,SC,Reference,,NA,NA,NA,639,33.29595,-116.63863,903ACPCT1_2017-05-03,5/3/17,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068342023,0.068342023,0.068342023,0.068342023,46.08324941,0.095931752,0.030691505,0.434523215,1.553663933,4.230562874,0,0,0,0,0,0.15489867,0.15489867,0.15489867,0.15489867,1.964344991,1.964344991,1.964344991,1.964344991,58.94,163.5,343.15,574,602.369,1052,2923.838532,0,0,0.198543247,-2.704518739,105.8098592,1973,6.15,554.5588235,2.134680052,0,0,3.296296296,0.005449746,9999,0.154375007,0,0,5,43934.10156,8.123189459,0,0.042726388,0.494899919,0.026066385,921,3184.0877,2354.699951,300.1851852,144.9046831,0,0,0,0,0,0,0,0,0.068342023,0.068342023,0.068342023,0.068342023,0,38.00714286,0.14,SC,0.039,0.002,0.01,0.012,0.009,0.01
X537,2,905WE0679,905WE0679,5/4/17,905WE0679_5/4/17,1,Y,0.153510324,SC,Reference,cal,NA,NA,NA,364,33.13163,-116.6544,905WE0679_2017-05-04,5/4/17,Intermediate,0,0,0,0,0,0,0,0,0.040098705,0.040098705,0.040098705,0.040098705,0,0,0,0,0.144742444,0.144742444,0.144742444,0.144742444,0.277606416,0.277606416,0.277606416,0.277606416,29.18673887,0.098226827,0.030995347,0.435806474,1.4879624,3.354315273,0,3.328290469,3.328290469,3.328290469,3.328290469,5.619412516,5.619412516,5.619412516,5.619412516,6.162862431,6.162862431,6.162862431,6.162862431,26.8,77,250,407.8,594.654,744,4037.973688,0,0,0.223848852,-1.100876102,111.8735632,1719,7.434782609,775.3134328,2.272707242,0,0,7.823529412,0.009095915,9999,0.13698581,0,8,14,49484.5,4.317819462,0.563875281,1.094920933,1.419560671,0.036422162,975,2956.530915,2286.899902,298.6470588,151.6065312,0,0,0,0,0.144742444,0.144742444,0.144742444,0.144742444,0.237507711,0.237507711,0.237507711,0.237507711,0,47.79347826,1.5,SC,0.242,0.002,0.01,0.031,0.009,0.01
X538,2,901NP9FLC,901NP9FLC,5/10/17,901NP9FLC_5/10/17,1,N,0.859096637,SC,Reference,,NA,NA,NA,904,33.67583,-117.53655,901NP9FLC_2017-05-10,5/10/17,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.812089246,0.057514907,0.031475954,0.389189202,1.565000057,4.52421793,0,0,0,0,0,0.031948882,0.031948882,0.031948882,0.031948882,0.031948882,0.031948882,0.031948882,0.031948882,74.8794,219,382,574,979.4,1136,3716.881814,0,0,0.296999991,-1.332400623,64.44444444,1601,6.9,592,2.935853128,0,0,1,0.062424304,9999,0.123299323,0,0,0,37770.80078,3.882999897,0,0,0,0.02878306,465,1573.644368,2434.899902,316.6666667,120.2297507,0,0,0,0,0,0,0,0,0,0,0,0,0,42.2,0.28,SC,0.078,0.009,0.01,0.035,0.009,0.01
X542,2,509CTC033,509CTC033,7/10/17,509CTC033_7/10/17,1,Y,0.538110632,SN,Reference,cal,NA,NA,NA,NA,40.2466,-121.4075,509CTC033_2017-07-10,7/10/17,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.20377416,0.038581582,0.022121115,0.189728878,1.030569756,6.203813441,0,0,0,0,0,0,0,0,0,0,0,0,0,26.9118,34.8,66,110.1,161.003,817,4010.472723,0,0,0.159999996,-0.439175816,168.4594595,2382,13.18918919,1676.8,3.671299362,0,0,10.8,0.055369714,9999,0.268104922,0,0,0,113036,5.752999783,0,0.280083786,0.236409723,0.019255786,1565,5932.680542,1573.400024,243.9333333,124.6897885,0,0,0,0,0,0,0,0,0,0,0,0,1,95.43243243,0,West Sierra,0.118,0.005,0.01,NA,NA,NA
X543,2,518MLC181,518MLC181,7/20/17,518MLC181_7/20/17,1,Y,0.212680544,SN,Reference,cal,NA,NA,NA,NA,39.92723,-121.18121,518MLC181_2017-07-20,7/20/17,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4839642,0.041864076,0.025599288,0.208249511,1.419874658,3.887515068,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,11.7,44,127,196.12,489,3721.073171,0,0,0.106194063,-1.724435329,160.0175439,2186,13.57142857,1930.731707,1.783936977,0,0,8.263157895,0.009427,9999,0.170629993,0,1,1,168637,18.72800064,0.823173619,0.116640412,0.116640412,0.026133001,1697,4821.070953,1622.099976,258,152.708313,0,0,0,0,0,0,0,0,0,0,0,0,1,96.76785714,0,West Sierra,0.212,0.005,0.01,NA,NA,NA
X545,2,517PSC038,517PSC038,7/25/17,517PSC038_7/25/17,1,Y,0.678292747,SN,Intermediate,,NA,NA,NA,NA,39.50235,-120.5271,517PSC038_2017-07-25,7/25/17,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0.184672207,0.184672207,0.184672207,0.184672207,0.080315141,0.080315141,0.080315141,0.080315141,0.086862106,0.086862106,0.086862106,0.086862106,41.4450032,0.04967497,0.01970168,0.206300401,1.271771276,3.430607604,0,1.015697138,1.015697138,1.015697138,1.015697138,1.483917849,1.483917849,1.483917849,1.483917849,1.539630836,1.539630836,1.539630836,1.539630836,11.584,28.111,64.8,110.1,153.268,595,4250.030044,0,0,0.147643713,-1.048910637,178.6412214,2480,13.62992126,1603.845361,1.950652754,0,0,12.69811321,0.308595682,9999,0.185252554,0,5,8,150486,5.875029652,2.056449325,1.558337767,1.344016217,0.021092141,1885,4575.82279,1532.199951,224.9622642,66.2860579,0.184672207,0.184672207,0.184672207,0.184672207,0.080315141,0.080315141,0.080315141,0.080315141,0.086862106,0.086862106,0.086862106,0.086862106,1,96.07086614,0.18,West Sierra,0.121,0.005,0.01,0.085,0.009,0.01
X546,2,532CPC238,532CPC238,8/2/17,532CPC238_8/2/17,1,Y,0.495314754,SN,Reference,cal,NA,NA,NA,NA,38.68031,-120.41584,532CPC238_2017-08-02,8/2/17,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267675298,0.267675298,0.267675298,0.267675298,0.43287037,0.43287037,0.43287037,0.43287037,38.88984391,0.054730153,0.01921161,0.234080374,1.080496093,4.889623617,0,2.086677368,2.086677368,2.086677368,2.086677368,2.123945301,2.123945301,2.123945301,2.123945301,2.997685185,2.997685185,2.997685185,2.997685185,11.7,40.7,78,147.4,248.545,922,4121.33069,0,0,0.151436657,-1.13185138,148.9561404,2334,11.45081967,1389.337079,2.550826156,0,0,7.244897959,0.009431238,9999,0.222712862,1,2,6,123042,5.57826414,0.721557129,0.37019939,0.641825484,0.019076086,1412,3897.773158,1850.300049,264.9591837,100.9411446,0,0,0,0,0.267675298,0.267675298,0.267675298,0.267675298,0.43287037,0.43287037,0.43287037,0.43287037,1,80.2704918,1.98,West Sierra,0.0156,0.005,0.01,0.014,0.009,0.01
X549,2,534SPC227,534SPC227,7/24/17,534SPC227_7/24/17,1,Y,0.881675519,SN,Reference,val,NA,NA,NA,NA,38.2009,-120.24876,534SPC227_2017-07-24,7/24/17,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.30774135,0.041747953,0.012966575,0.203231396,1.166450896,4.609430383,0,0,0,0,0,0,0,0,0,0,0,0,0,23.97,37,110,239,360.04,453,4258.439782,0,0,0.180675767,-1.29754003,141.7384615,1687,10.6875,1164.458333,2.336401122,0,0,5.740740741,0.009430088,9999,0.208606356,0,0,2,120187,4.591781545,0,0.478578194,0.421915362,0.021049225,1234,2481.394724,1739,300.8888889,115.4154351,0,0,0,0,0,0,0,0,0,0,0,0,1,71.1875,1.36,West Sierra,0.144,0.005,0.01,1.26,0.045,0.05
X550,2,507BTC269,507BTC269,8/8/17,507BTC269_8/8/17,1,Y,0.316110083,SN,Intermediate,,NA,NA,NA,NA,40.35389,-121.6378,507BTC269_2017-08-08,8/8/17,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,1.497933884,1.497933884,1.497933884,1.497933884,0.762734058,0.766007595,0.766007595,0.766007595,0.34804196,0.35169275,0.35169275,0.35169275,73.94165465,0.036584667,0.020193587,0.17869534,1.274876484,5.671827568,0,6.559917355,6.559917355,6.559917355,6.559917355,2.258740343,2.258740343,2.258740343,2.258740343,2.139362815,2.139362815,2.139362815,2.139362815,23,39.72,71.3,138,207.02,1094,4150.898842,0,0,0.188866239,-0.617529811,173.8347826,2540,13.31277533,1708.277108,3.239937375,0,0,8.288888889,0.071874104,9999,0.252805801,3,13,18,124676,5.504138142,3.61348821,1.64461919,1.108867129,0.017640567,1446,5895.036336,1556.599976,257.5666667,103.9072568,1.497933884,1.497933884,1.497933884,1.497933884,0.762734058,0.766007595,0.766007595,0.766007595,0.34804196,0.35169275,0.35169275,0.35169275,1,93.09251101,0.33,West Sierra,0.18,0.005,0.01,0.033,0.009,0.01
X552,2,525NC0638,525NC0638,6/27/17,525NC0638_6/27/17,1,Y,0.52833842,NC,Reference,cal,NA,NA,NA,NA,41.03403,-122.38709,525NC0638_2017-06-27,6/27/17,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.043899925,0.03133212,0.010490658,0.130218238,1.501999974,6.560404679,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2477,75.93,171.2,239,300.22,701,4618.263672,0,0,0.158000007,-0.962745654,110,1213,16,2010,4.042708649,0,0,11,0.030703005,9999,0.224134602,0,0,0,180220,2.980000019,0.96051893,0.517539554,0.517539554,0.041016588,512,4764.533203,2132.800049,324,80.79032638,0,0,0,0,0,0,0,0,0,0,0,0,1,106,0,NC,NA,NA,NA,NA,NA,NA
X553,2,525NC0510,525NC0510,6/28/17,525NC0510_6/28/17,1,Y,0.471066465,NC,Intermediate,,NA,NA,NA,NA,41.01193,-122.34744,525NC0510_2017-06-28,6/28/17,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.525100657,0.031355368,0.010599676,0.130996267,1.501999974,7.241042137,0,0,0,0,0,0,0,0,0,0,0,0,0,38.396,72.2,161.5,244,368.185,666,5014.073054,0,0,0.158000007,-1.061080217,113.5789474,1225,16.77777778,2034.538462,4.157546997,0,0,11.4,0.039126001,9999,0.192553997,0,0,0,182568,2.980000019,3.250803745,3.246248229,3.246248229,0.045795001,559,4932.266895,2145.199951,335.4,55.37097931,0,0,0,0,0,0,0,0,0,0,0,0,1,109.7777778,0,NC,NA,NA,NA,NA,NA,NA
X554,2,113NC0204,113NC0204,6/27/17,113NC0204_6/27/17,1,Y,0.710469325,NC,Intermediate,,NA,NA,NA,NA,38.8719,-123.57,113NC0204_2017-06-27,6/27/17,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03511647,0.03511647,0.03511647,0.03511647,0.016127655,0.016127655,0.016127655,0.016127655,189.7362274,0.033091574,0.037665057,0.213014895,1.48301706,3.130044246,0,1.479289941,1.479289941,1.479289941,1.479289941,3.514573335,3.514573335,3.514573335,3.514573335,3.05998539,3.05998539,3.05998539,3.05998539,26.8,135.2,238.4,350.3,505.3,766,5360.948928,0,0,0.210977832,-0.684459352,76.66383701,823,12.58913413,1386.660592,1.975161512,0,0,3.427947598,0.037893244,9999,0.140580089,0,3,26,111704,3.262852367,1.898159087,4.19213871,3.206799759,0.089551699,57,1337.569262,1909.400024,300.7554585,80.64400512,0,0,0,0,0.03511647,0.03511647,0.03511647,0.03511647,0.016127655,0.016127655,0.016127655,0.016127655,1,79.4991511,0,NC,NA,NA,NA,NA,NA,NA
X555,2,113NC0396,113NC0396,6/28/17,113NC0396_6/28/17,1,Y,0.009568092,NC,Intermediate,,NA,NA,NA,NA,38.85779,-123.56081,113NC0396_2017-06-28,6/28/17,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035211268,0.035211268,0.035211268,0.035211268,0.014974311,0.014974311,0.014974311,0.014974311,174.2985266,0.033075037,0.037662002,0.212943523,1.485433913,3.129748514,0,4.034134988,4.034134988,4.034134988,4.034134988,2.711267606,2.711267606,2.711267606,2.711267606,2.943226706,2.943226706,2.943226706,2.943226706,26.8,135.2,228,302,505.3,762,5335.330969,0,0,0.209909962,-0.681735948,76.28014842,823,12.6402214,1392.278607,1.989474663,0,0,3.319047619,0.037809584,9999,0.140990368,0,2,25,118543,3.335183918,3.762549734,3.96832236,3.083669804,0.049902285,61,1311.247259,2041.800049,303.8952381,81.17175768,0,0,0,0,0.035211268,0.035211268,0.035211268,0.035211268,0.014974311,0.014974311,0.014974311,0.014974311,1,79.50922509,0,NC,NA,NA,NA,NA,NA,NA
X559,2,105NC0459,105NC0459,7/12/17,105NC0459_7/12/17,1,Y,0.52473312,NC,Intermediate,,NA,NA,NA,NA,41.9982,-122.66746,105NC0459_2017-07-12,7/12/17,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028053114,0.028053114,0.028053114,0.028053114,0.028053114,0.028053114,0.028053114,0.028053114,9.624601261,0.031002546,0.008156417,0.118619855,1.498962772,5.163510589,0,14.38223938,14.38223938,14.38223938,14.38223938,12.94183654,12.94183654,12.94183654,12.94183654,12.94183654,12.94183654,12.94183654,12.94183654,23,43.9,122.5,248.55,441.59,513,4625.319569,0,0,0.198149279,-0.898492073,147.5806452,1504,13.77419355,671.35,3.009884108,0,0,11.54545455,0.026928947,9999,0.205827371,0,0,0,56264.39844,4.332243908,4.28375909,2.457675944,2.457675944,0.053567141,991,4751.216553,1692.699951,280.8181818,164.1573935,0,0,0,0,0.028053114,0.028053114,0.028053114,0.028053114,0.028053114,0.028053114,0.028053114,0.028053114,1,96.70967742,0,NC,NA,NA,NA,NA,NA,NA
X560,2,110NC0390,110NC0390,7/18/17,110NC0390_7/18/17,1,Y,0.695061488,NC,Stressed,,NA,NA,NA,NA,40.68295,-124.14393,110NC0390_2017-07-18,7/18/17,Stressed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.676296816,0.034311822,0.022717914,0.174141237,1.388000011,1.490535021,0,0,0,0,0,0.729348343,0.729348343,0.729348343,0.729348343,0.729348343,0.729348343,0.729348343,0.729348343,25.989,66.494,186.85,440.3,440.3,319,6410.696411,0,0,0.273999989,-0.809018731,47.5,374,16.89473684,1295.769231,1.783463955,0,0,6,0.062642001,9999,0.135915995,0,0,0,128815,2.076999903,6.320322407,4.605426369,4.605426369,0.082664996,55,3206.326563,1761.199951,227.8333333,62.32105255,0,0,0,0,0,0,0,0,0,0,0,0,1,115.6315789,0.03,NC,NA,NA,NA,NA,NA,NA
X561,2,526OT0508,526OT0508,7/17/17,526OT0508_7/17/17,1,Y,0.563366826,DM,Reference,cal,NA,NA,NA,NA,40.87683,-121.81767,526OT0508_2017-07-17,7/17/17,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139037433,0.139037433,0,0,0.139037433,0.139037433,8.41500065,0.032941873,0.012094682,0.143228496,1.208999991,6.761958354,0,0,0,0,0,0,0,0.032085561,0.032085561,0,0,0.032085561,0.032085561,22.9792,38,67.7,171,227.5,456,3748.113885,0,0,0.157000005,-0.324898438,153.2083333,1697,13,1692.941176,3.934461623,0,0,8.9,0.006925825,9999,0.282172258,0,0,0,174374,2.474999905,1.149113755,1.29382058,1.29382058,0.018271851,1241,6315.662869,1805.599976,268.4,139.4662414,0,0,0,0,0,0,0.139037433,0.139037433,0,0,0.139037433,0.139037433,0,95.14814815,0,DM,NA,NA,NA,NA,NA,NA
X563,2,518WS0621,518WS0621,7/24/17,518WS0621_7/24/17,1,Y,0.349545234,SN,Intermediate,,NA,NA,NA,NA,39.91349,-120.8032,518WS0621_2017-07-24,7/24/17,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.83701237,0.0458081,0.021859644,0.204333393,1.278956028,6.170277335,0,0.386847195,0.386847195,0.386847195,0.386847195,0.017536937,0.017536937,0.017536937,0.017536937,0.006564911,0.006564911,0.006564911,0.006564911,19.97,40.97,86.1,167,302,1164,4423.928013,0,0,0.139351514,-0.572364958,156.1046512,2355,10.26035503,1263.859375,3.520936719,0.097406462,2,8.212121212,0.008460488,9999,0.259442805,0,0,1,104522,4.562333425,2.318055199,2.746576479,1.486031919,0.01893037,1191,3393.944663,1778,262.7424242,145.2553113,0,0,0,0,0,0,0,0,0,0,0,0,1,75.16568047,0,West Sierra,NA,NA,NA,NA,NA,NA
X564,2,507WS0693,507WS0693,8/9/17,507WS0693_8/9/17,1,Y,0.674119664,SN,Intermediate,,NA,NA,NA,NA,40.74697,-121.87257,507WS0693_2017-08-09,8/9/17,Intermediate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.628799495,0.032679982,0.01382411,0.148973498,1.208999991,6.380279052,0,0,0,0,0,0,0,0,0,0,0,0,0,26.1,45.9,117,198.7,281.091,496,4692.446647,0,0,0.157000005,-0.351227577,149.4,1658,15,1545.375,3.829531743,0,0,6.2,0.011113656,9999,0.272461368,0,0,0,171673,2.474999905,4.153176241,4.693321852,4.693321852,0.024024439,1162,5138.68335,1902.699951,281.4,135.7903996,0,0,0,0,0,0,0,0,0,0,0,0,1,103.5454545,0,West Sierra,NA,NA,NA,NA,NA,NA
X566,2,532WS0419,532WS0419,8/15/17,532WS0419_8/15/17,1,Y,0.167429492,SN,Reference,cal,NA,NA,NA,NA,38.33537,-120.28322,532WS0419_2017-08-15,8/15/17,Reference,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.448179272,0.448179272,0.448179272,0.448179272,0.448179272,0.448179272,0.448179272,0.448179272,4.819501115,0.046360816,0.015409367,0.216056181,1.035935121,5.299884796,0,0,0,0,0,1.157796452,1.157796452,1.157796452,1.157796452,1.157796452,1.157796452,1.157796452,1.157796452,19.95,40.7,111.5,175.92,302.195,345,4268.545421,0,0,0.159833797,-0.889248729,150,1851,11.5,1412,2.864789009,0,0,6.25,0.00943299,9999,0.244432002,0,0,0,130936,6.376947152,1.502859826,0.972256727,0.972256727,0.016186999,1506,2896.706641,1612,280.625,79.74777222,0,0,0,0,0.448179272,0.448179272,0.448179272,0.448179272,0.448179272,0.448179272,0.448179272,0.448179272,1,76.92857143,0,West Sierra,NA,NA,NA,NA,NA,NA
X568,2,520PS0846,520PS0846,5/23/17,520PS0846_5/23/17,1,Y,0.251530984,CV,Intermediate,,11.1,30.7,4.87,186,39.55047481,-121.6401592,520PS0846_2017-05-23,5/23/17,Intermediate,2.321428571,2.321428571,2.321428571,2.321428571,4.060035966,4.08770231,4.066952552,4.060035966,4.767313456,4.779933743,4.770468528,4.767313456,2.589285714,2.589285714,2.589285714,2.589285714,5.809932217,5.948263937,5.927514179,5.920597593,5.653888626,5.716990062,5.707524846,5.704369774,28.52551129,0.042599252,0.03742286,0.24639607,1.553342737,5.301757284,13.67963942,3.125,3.125,3.125,3.125,3.057131,3.057131,3.057131,3.057131,1.952989431,1.952989431,1.952989431,1.952989431,26.8,183.1,290,361.34,505.527,392,4359.89564,0.076812952,1,0.201809531,-0.204346384,55.41573034,440,10.16091954,912.5671642,3.530374303,0.076812952,1,0.114285714,0.114755138,9999,0.21167989,2,14,15,69399.89844,2.753596598,0.918598563,1.341412377,0.888492754,0.060677726,48,1621.822588,2403.899902,345.6857143,121.8075345,0.267857143,0.267857143,0.267857143,0.267857143,1.749896251,1.860561627,1.860561627,1.860561627,0.88657517,0.937056318,0.937056318,0.937056318,0,65.4137931,1.5,CV,0.499,0.005,0.01,0.106,0.009,0.01
